match_id,player,row,net_pts,pts_won,net_winner,induced_forced,net_unforced,passed_at_net,passing_shot_induced_forced,total_shots
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,1,NetPointsRallies,11,8,8,0,0,2,1,70
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,1,ApproachRallies,5,4,4,0,0,0,1,23
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,2,NetPoints,3,3,2,0,0,0,0,28
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,2,Approach,1,1,1,0,0,0,0,11
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,2,NetPointsRallies,3,3,2,0,0,0,0,28
20140113-W-Australian_Open-R128-Julia_Goerges-Sara_Errani,2,ApproachRallies,1,1,1,0,0,0,0,11
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,1,NetPoints,9,6,5,1,2,0,0,41
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,1,Approach,1,0,0,0,0,0,0,3
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,1,NetPointsRallies,9,6,5,1,2,0,0,41
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,1,ApproachRallies,1,0,0,0,0,0,0,3
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,2,NetPoints,3,3,3,0,0,0,0,17
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,2,Approach,2,2,2,0,0,0,0,9
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,2,NetPointsRallies,3,3,3,0,0,0,0,17
20140117-W-Australian_Open-R32-Mona_Barthel-Flavia_Pennetta,2,ApproachRallies,2,2,2,0,0,0,0,9
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,1,NetPoints,2,1,1,0,0,0,0,12
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,1,NetPointsRallies,2,1,1,0,0,0,0,12
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,2,NetPoints,9,6,5,0,3,0,0,49
20140115-W-Australian_Open-R64-Flavia_Pennetta-Monica_Puig,2,NetPointsRallies,9,6,5,0,3,0,0,49
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,1,NetPoints,22,13,12,1,5,3,0,208
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,1,NetPointsRallies,22,13,12,1,5,3,0,208
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,2,NetPoints,5,5,3,2,0,0,0,37
20140120-W-Australian_Open-R16-Jelena_Jankovic-Simona_Halep,2,NetPointsRallies,5,5,3,2,0,0,0,37
