match_id,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20120730-W-Olympics-R16-Daniela_Hantuchova-Caroline_Wozniacki,1 Total,51,28,1,3,7,14,13,16,22
20120730-W-Olympics-R16-Daniela_Hantuchova-Caroline_Wozniacki,1 1,31,17,1,3,5,11,11,5,15
20120730-W-Olympics-R16-Daniela_Hantuchova-Caroline_Wozniacki,1 2,20,11,0,0,2,3,2,11,7
20120730-W-Olympics-R16-Daniela_Hantuchova-Caroline_Wozniacki,2 Total,57,38,3,8,9,24,13,19,25
20120730-W-Olympics-R16-Daniela_Hantuchova-Caroline_Wozniacki,2 1,41,30,2,7,9,20,11,13,17
20120730-W-Olympics-R16-Daniela_Hantuchova-Caroline_Wozniacki,2 2,16,8,1,1,0,4,2,6,8
20090511-W-Madrid-SF-Patty_Schnyder-Dinara_Safina,1 Total,61,30,1,3,6,15,29,12,20
20090511-W-Madrid-SF-Patty_Schnyder-Dinara_Safina,1 1,39,22,1,1,4,11,22,5,12
20090511-W-Madrid-SF-Patty_Schnyder-Dinara_Safina,1 2,22,8,0,2,2,4,7,7,8
20090511-W-Madrid-SF-Patty_Schnyder-Dinara_Safina,2 Total,63,40,1,1,6,15,23,11,29
20090511-W-Madrid-SF-Patty_Schnyder-Dinara_Safina,2 1,44,33,1,1,5,13,15,7,22
20090511-W-Madrid-SF-Patty_Schnyder-Dinara_Safina,2 2,19,7,0,0,1,2,8,4,7
20140919-W-Tokyo-QF-Ana_Ivanovic-Lucie_Safarova,1 Total,57,38,5,0,15,26,25,13,19
20140919-W-Tokyo-QF-Ana_Ivanovic-Lucie_Safarova,1 1,34,26,5,0,11,19,17,5,12
20140919-W-Tokyo-QF-Ana_Ivanovic-Lucie_Safarova,1 2,23,12,0,0,4,7,8,8,7
20140919-W-Tokyo-QF-Ana_Ivanovic-Lucie_Safarova,2 Total,55,28,0,0,8,13,19,16,20
20140919-W-Tokyo-QF-Ana_Ivanovic-Lucie_Safarova,2 1,31,17,0,0,5,8,11,7,13
20140919-W-Tokyo-QF-Ana_Ivanovic-Lucie_Safarova,2 2,24,11,0,0,3,5,8,9,7
20140918-W-Tokyo-R16-Garbine_Muguruza-Jelena_Jankovic,1 Total,103,54,5,2,4,18,29,36,38
20140918-W-Tokyo-R16-Garbine_Muguruza-Jelena_Jankovic,1 1,66,37,5,2,2,13,20,21,25
20140918-W-Tokyo-R16-Garbine_Muguruza-Jelena_Jankovic,1 2,37,17,0,0,2,5,9,15,13
20140918-W-Tokyo-R16-Garbine_Muguruza-Jelena_Jankovic,2 Total,72,34,5,0,11,20,29,13,30
20140918-W-Tokyo-R16-Garbine_Muguruza-Jelena_Jankovic,2 1,45,28,5,0,10,19,18,3,24
20140918-W-Tokyo-R16-Garbine_Muguruza-Jelena_Jankovic,2 2,27,6,0,0,1,1,11,10,6
20130701-W-Wimbledon-R16-Kaia_Kanepi-Laura_Robson,1 Total,89,58,9,2,18,39,33,20,35
20130701-W-Wimbledon-R16-Kaia_Kanepi-Laura_Robson,1 1,53,44,9,2,14,32,30,2,20
20130701-W-Wimbledon-R16-Kaia_Kanepi-Laura_Robson,1 2,36,14,0,0,4,7,3,18,15
20130701-W-Wimbledon-R16-Kaia_Kanepi-Laura_Robson,2 Total,74,48,9,0,12,31,21,30,23
20130701-W-Wimbledon-R16-Kaia_Kanepi-Laura_Robson,2 1,43,33,9,0,10,22,18,8,17
20130701-W-Wimbledon-R16-Kaia_Kanepi-Laura_Robson,2 2,31,15,0,0,2,9,3,22,6
19811130-W-Australian_Open-F-Martina_Navratilova-Chris_Evert,1 Total,114,61,1,6,14,26,32,43,39
19811130-W-Australian_Open-F-Martina_Navratilova-Chris_Evert,1 1,74,48,1,6,13,25,29,14,31
19811130-W-Australian_Open-F-Martina_Navratilova-Chris_Evert,1 2,40,13,0,0,1,1,3,29,8
19811130-W-Australian_Open-F-Martina_Navratilova-Chris_Evert,2 Total,118,60,1,2,4,11,29,42,47
19811130-W-Australian_Open-F-Martina_Navratilova-Chris_Evert,2 1,89,49,1,2,3,8,23,32,34
19811130-W-Australian_Open-F-Martina_Navratilova-Chris_Evert,2 2,29,11,0,0,1,3,6,10,13
20060821-W-New_Haven-QF-Amelie_Mauresmo-Lindsay_Davenport,1 Total,62,31,3,3,7,19,19,22,21
20060821-W-New_Haven-QF-Amelie_Mauresmo-Lindsay_Davenport,1 1,42,24,3,2,3,14,14,13,15
20060821-W-New_Haven-QF-Amelie_Mauresmo-Lindsay_Davenport,1 2,20,7,0,1,4,5,5,9,6
20060821-W-New_Haven-QF-Amelie_Mauresmo-Lindsay_Davenport,2 Total,69,42,8,6,7,24,23,5,41
20060821-W-New_Haven-QF-Amelie_Mauresmo-Lindsay_Davenport,2 1,42,30,8,6,4,20,14,2,26
20060821-W-New_Haven-QF-Amelie_Mauresmo-Lindsay_Davenport,2 2,27,12,0,0,3,4,9,3,15
20140125-W-Australian_Open-F-Dominika_Cibulkova-Na_Li,1 Total,73,34,0,0,8,11,18,39,16
20140125-W-Australian_Open-F-Dominika_Cibulkova-Na_Li,1 1,49,29,0,0,8,9,10,28,11
20140125-W-Australian_Open-F-Dominika_Cibulkova-Na_Li,1 2,24,5,0,0,0,2,8,11,5
20140125-W-Australian_Open-F-Dominika_Cibulkova-Na_Li,2 Total,60,36,2,0,4,15,15,21,24
20140125-W-Australian_Open-F-Dominika_Cibulkova-Na_Li,2 1,36,21,2,0,3,8,11,6,19
20140125-W-Australian_Open-F-Dominika_Cibulkova-Na_Li,2 2,24,15,0,0,1,7,4,15,5
20140907-W-US_Open-F-Serena_Williams-Caroline_Wozniacki,1 Total,49,32,7,1,6,18,12,20,17
20140907-W-US_Open-F-Serena_Williams-Caroline_Wozniacki,1 1,26,20,7,1,6,15,10,3,13
20140907-W-US_Open-F-Serena_Williams-Caroline_Wozniacki,1 2,23,12,0,0,0,3,2,17,4
20140907-W-US_Open-F-Serena_Williams-Caroline_Wozniacki,2 Total,65,32,3,0,12,19,16,24,25
20140907-W-US_Open-F-Serena_Williams-Caroline_Wozniacki,2 1,41,23,3,0,12,16,12,10,19
20140907-W-US_Open-F-Serena_Williams-Caroline_Wozniacki,2 2,24,9,0,0,0,3,4,14,6
20040815-W-Olympics-F-Amelie_Mauresmo-Justine_Henin,1 Total,66,35,4,2,13,21,25,15,26
20040815-W-Olympics-F-Amelie_Mauresmo-Justine_Henin,1 1,42,25,4,2,7,14,16,8,18
20040815-W-Olympics-F-Amelie_Mauresmo-Justine_Henin,1 2,24,10,0,0,6,7,9,7,8
20040815-W-Olympics-F-Amelie_Mauresmo-Justine_Henin,2 Total,53,37,1,6,7,16,10,15,28
20040815-W-Olympics-F-Amelie_Mauresmo-Justine_Henin,2 1,34,28,1,6,6,15,7,6,21
20040815-W-Olympics-F-Amelie_Mauresmo-Justine_Henin,2 2,19,9,0,0,1,1,3,9,7
20140102-W-Brisbane-QF-Angelique_Kerber-Jelena_Jankovic,1 Total,124,65,8,1,15,34,45,40,39
20140102-W-Brisbane-QF-Angelique_Kerber-Jelena_Jankovic,1 1,76,45,7,1,12,25,33,15,28
20140102-W-Brisbane-QF-Angelique_Kerber-Jelena_Jankovic,1 2,48,20,1,0,3,9,12,25,11
20140102-W-Brisbane-QF-Angelique_Kerber-Jelena_Jankovic,2 Total,91,61,3,1,12,30,36,37,18
20140102-W-Brisbane-QF-Angelique_Kerber-Jelena_Jankovic,2 1,58,45,3,1,11,23,24,16,18
20140102-W-Brisbane-QF-Angelique_Kerber-Jelena_Jankovic,2 2,33,16,0,0,1,7,12,21,0
20131031-W-Sofia-RR-Simona_Halep-Elina_Svitolina,1 Total,45,25,5,2,4,14,17,11,17
20131031-W-Sofia-RR-Simona_Halep-Elina_Svitolina,1 1,26,19,5,2,4,11,9,4,13
20131031-W-Sofia-RR-Simona_Halep-Elina_Svitolina,1 2,19,6,0,0,0,3,8,7,4
20131031-W-Sofia-RR-Simona_Halep-Elina_Svitolina,2 Total,43,12,0,0,2,2,16,14,13
20131031-W-Sofia-RR-Simona_Halep-Elina_Svitolina,2 1,24,7,0,0,2,2,10,4,10
20131031-W-Sofia-RR-Simona_Halep-Elina_Svitolina,2 2,19,5,0,0,0,0,6,10,3
20131230-W-Brisbane-R32-Maria_Sharapova-Caroline_Garcia,1 Total,41,32,6,4,5,21,15,5,21
20131230-W-Brisbane-R32-Maria_Sharapova-Caroline_Garcia,1 1,25,21,6,2,5,14,10,1,14
20131230-W-Brisbane-R32-Maria_Sharapova-Caroline_Garcia,1 2,16,11,0,2,0,7,5,4,7
20131230-W-Brisbane-R32-Maria_Sharapova-Caroline_Garcia,2 Total,48,23,6,2,6,16,15,16,17
20131230-W-Brisbane-R32-Maria_Sharapova-Caroline_Garcia,2 1,27,18,6,2,5,15,8,7,12
20131230-W-Brisbane-R32-Maria_Sharapova-Caroline_Garcia,2 2,21,5,0,0,1,1,7,9,5
20131229-W-Brisbane-R32-Elina_Svitolina-Varvara_Lepchenko,1 Total,56,33,1,1,11,13,17,22,17
20131229-W-Brisbane-R32-Elina_Svitolina-Varvara_Lepchenko,1 1,32,21,1,0,9,10,4,17,11
20131229-W-Brisbane-R32-Elina_Svitolina-Varvara_Lepchenko,1 2,24,12,0,1,2,3,13,5,6
20131229-W-Brisbane-R32-Elina_Svitolina-Varvara_Lepchenko,2 Total,57,25,7,0,6,15,22,21,14
20131229-W-Brisbane-R32-Elina_Svitolina-Varvara_Lepchenko,2 1,31,18,7,0,4,12,12,8,11
20131229-W-Brisbane-R32-Elina_Svitolina-Varvara_Lepchenko,2 2,26,7,0,0,2,3,10,13,3
20140701-W-Wimbledon-QF-Lucie_Safarova-Ekaterina_Makarova,1 Total,43,33,8,2,10,23,14,13,16
20140701-W-Wimbledon-QF-Lucie_Safarova-Ekaterina_Makarova,1 1,30,26,8,2,8,21,12,2,16
20140701-W-Wimbledon-QF-Lucie_Safarova-Ekaterina_Makarova,1 2,13,7,0,0,2,2,2,11,0
20140701-W-Wimbledon-QF-Lucie_Safarova-Ekaterina_Makarova,2 Total,45,21,2,0,2,6,14,18,13
20140701-W-Wimbledon-QF-Lucie_Safarova-Ekaterina_Makarova,2 1,29,16,2,0,2,6,13,6,10
20140701-W-Wimbledon-QF-Lucie_Safarova-Ekaterina_Makarova,2 2,16,5,0,0,0,0,1,12,3
20140807-W-Montreal-R16-Heather_Watson-Victoria_Azarenka,1 Total,68,34,4,1,6,13,19,25,24
20140807-W-Montreal-R16-Heather_Watson-Victoria_Azarenka,1 1,42,24,3,1,6,11,12,11,19
20140807-W-Montreal-R16-Heather_Watson-Victoria_Azarenka,1 2,26,10,1,0,0,2,7,14,5
20140807-W-Montreal-R16-Heather_Watson-Victoria_Azarenka,2 Total,51,32,3,0,9,15,15,12,24
20140807-W-Montreal-R16-Heather_Watson-Victoria_Azarenka,2 1,39,29,3,0,8,14,15,6,18
20140807-W-Montreal-R16-Heather_Watson-Victoria_Azarenka,2 2,12,3,0,0,1,1,0,6,6
20130826-W-US_Open-R128-Ying_Ying_Duan-Caroline_Wozniacki,1 Total,53,25,0,1,2,8,18,17,18
20130826-W-US_Open-R128-Ying_Ying_Duan-Caroline_Wozniacki,1 1,38,20,0,1,2,8,15,7,16
20130826-W-US_Open-R128-Ying_Ying_Duan-Caroline_Wozniacki,1 2,15,5,0,0,0,0,3,10,2
20130826-W-US_Open-R128-Ying_Ying_Duan-Caroline_Wozniacki,2 Total,66,40,2,2,11,20,13,28,25
20130826-W-US_Open-R128-Ying_Ying_Duan-Caroline_Wozniacki,2 1,45,28,2,2,7,16,12,15,18
20130826-W-US_Open-R128-Ying_Ying_Duan-Caroline_Wozniacki,2 2,21,12,0,0,4,4,1,13,7
20130402-W-Charleston-R32-Camila_Giorgi-Serena_Williams,1 Total,75,37,5,1,7,21,27,28,20
20130402-W-Charleston-R32-Camila_Giorgi-Serena_Williams,1 1,35,23,5,1,5,14,12,11,12
20130402-W-Charleston-R32-Camila_Giorgi-Serena_Williams,1 2,40,14,0,0,2,7,15,17,8
20130402-W-Charleston-R32-Camila_Giorgi-Serena_Williams,2 Total,46,31,9,1,10,22,13,11,22
20130402-W-Charleston-R32-Camila_Giorgi-Serena_Williams,2 1,30,25,9,1,8,19,11,3,16
20130402-W-Charleston-R32-Camila_Giorgi-Serena_Williams,2 2,16,6,0,0,2,3,2,8,6
20140916-W-Tokyo-R32-Madison_Keys-Lucie_Safarova,1 Total,96,57,9,2,14,38,40,34,22
20140916-W-Tokyo-R32-Madison_Keys-Lucie_Safarova,1 1,58,42,9,2,14,28,33,8,17
20140916-W-Tokyo-R32-Madison_Keys-Lucie_Safarova,1 2,38,15,0,0,0,10,7,26,5
20140916-W-Tokyo-R32-Madison_Keys-Lucie_Safarova,2 Total,118,73,5,2,27,50,42,36,38
20140916-W-Tokyo-R32-Madison_Keys-Lucie_Safarova,2 1,75,47,5,1,23,35,33,5,36
20140916-W-Tokyo-R32-Madison_Keys-Lucie_Safarova,2 2,43,26,0,1,4,15,9,31,2
20140320-W-Miami-R64-Shuai_Peng-Angelique_Kerber,1 Total,89,54,5,0,5,22,22,35,32
20140320-W-Miami-R64-Shuai_Peng-Angelique_Kerber,1 1,48,33,5,0,4,15,13,12,23
20140320-W-Miami-R64-Shuai_Peng-Angelique_Kerber,1 2,41,21,0,0,1,7,9,23,9
20140320-W-Miami-R64-Shuai_Peng-Angelique_Kerber,2 Total,89,52,2,0,12,23,29,33,27
20140320-W-Miami-R64-Shuai_Peng-Angelique_Kerber,2 1,55,38,2,0,11,16,21,22,12
20140320-W-Miami-R64-Shuai_Peng-Angelique_Kerber,2 2,34,14,0,0,1,7,8,11,15
20140808-W-Montreal-QF-Agnieszka_Radwanska-Victoria_Azarenka,1 Total,43,27,2,2,7,13,16,17,10
20140808-W-Montreal-QF-Agnieszka_Radwanska-Victoria_Azarenka,1 1,28,19,2,2,7,12,15,5,8
20140808-W-Montreal-QF-Agnieszka_Radwanska-Victoria_Azarenka,1 2,15,8,0,0,0,1,1,12,2
20140808-W-Montreal-QF-Agnieszka_Radwanska-Victoria_Azarenka,2 Total,45,16,0,2,2,8,16,14,15
20140808-W-Montreal-QF-Agnieszka_Radwanska-Victoria_Azarenka,2 1,29,14,0,2,2,7,16,6,7
20140808-W-Montreal-QF-Agnieszka_Radwanska-Victoria_Azarenka,2 2,16,2,0,0,0,1,0,8,8
20140609-W-Birmingham-R32-Donna_Vekic-Belinda_Bencic,1 Total,59,35,6,1,11,26,27,22,10
20140609-W-Birmingham-R32-Donna_Vekic-Belinda_Bencic,1 1,35,25,6,1,11,22,23,2,10
20140609-W-Birmingham-R32-Donna_Vekic-Belinda_Bencic,1 2,24,10,0,0,0,4,4,20,0
20140609-W-Birmingham-R32-Donna_Vekic-Belinda_Bencic,2 Total,68,42,3,1,12,26,33,17,18
20140609-W-Birmingham-R32-Donna_Vekic-Belinda_Bencic,2 1,43,30,3,1,11,20,25,4,14
20140609-W-Birmingham-R32-Donna_Vekic-Belinda_Bencic,2 2,25,12,0,0,1,6,8,13,4
20140804-W-Montreal-R64-Sloane_Stephens-Aleksandra_Wozniak,1 Total,56,36,5,3,8,20,18,21,17
20140804-W-Montreal-R64-Sloane_Stephens-Aleksandra_Wozniak,1 1,39,29,5,3,7,18,16,6,17
20140804-W-Montreal-R64-Sloane_Stephens-Aleksandra_Wozniak,1 2,17,7,0,0,1,2,2,15,0
20140804-W-Montreal-R64-Sloane_Stephens-Aleksandra_Wozniak,2 Total,44,21,1,0,7,10,8,24,11
20140804-W-Montreal-R64-Sloane_Stephens-Aleksandra_Wozniak,2 1,25,15,1,0,7,8,3,13,8
20140804-W-Montreal-R64-Sloane_Stephens-Aleksandra_Wozniak,2 2,19,6,0,0,0,2,5,11,3
20130221-W-Dubai-QF-Agnieszka_Radwanska-Petra_Kvitova,1 Total,68,33,0,0,6,14,23,29,16
20130221-W-Dubai-QF-Agnieszka_Radwanska-Petra_Kvitova,1 1,41,21,0,0,6,8,17,15,9
20130221-W-Dubai-QF-Agnieszka_Radwanska-Petra_Kvitova,1 2,27,12,0,0,0,6,6,14,7
20130221-W-Dubai-QF-Agnieszka_Radwanska-Petra_Kvitova,2 Total,60,35,3,1,8,23,25,19,16
20130221-W-Dubai-QF-Agnieszka_Radwanska-Petra_Kvitova,2 1,37,25,3,1,5,17,20,9,8
20130221-W-Dubai-QF-Agnieszka_Radwanska-Petra_Kvitova,2 2,23,10,0,0,3,6,5,10,8
20140201-W-Paris_Open-SF-Alize_Cornet-Sara_Errani,1 Total,118,64,1,1,12,24,48,43,27
20140201-W-Paris_Open-SF-Alize_Cornet-Sara_Errani,1 1,83,45,1,1,11,19,39,19,25
20140201-W-Paris_Open-SF-Alize_Cornet-Sara_Errani,1 2,35,19,0,0,1,5,9,24,2
20140201-W-Paris_Open-SF-Alize_Cornet-Sara_Errani,2 Total,115,60,0,0,3,18,44,54,17
20140201-W-Paris_Open-SF-Alize_Cornet-Sara_Errani,2 1,90,46,0,0,3,8,43,33,14
20140201-W-Paris_Open-SF-Alize_Cornet-Sara_Errani,2 2,25,14,0,0,0,10,1,21,3
20140816-W-Cincinnati-SF-Ana_Ivanovic-Maria_Sharapova,1 Total,109,61,3,0,20,36,34,49,25
20140816-W-Cincinnati-SF-Ana_Ivanovic-Maria_Sharapova,1 1,67,41,3,0,16,26,21,26,19
20140816-W-Cincinnati-SF-Ana_Ivanovic-Maria_Sharapova,1 2,42,20,0,0,4,10,13,23,6
20140816-W-Cincinnati-SF-Ana_Ivanovic-Maria_Sharapova,2 Total,103,53,2,0,11,19,38,31,34
20140816-W-Cincinnati-SF-Ana_Ivanovic-Maria_Sharapova,2 1,65,39,2,0,10,16,24,18,23
20140816-W-Cincinnati-SF-Ana_Ivanovic-Maria_Sharapova,2 2,38,14,0,0,1,3,14,13,11
20140809-W-Montreal-SF-Serena_Williams-Venus_Williams,1 Total,87,54,19,3,10,36,28,36,22
20140809-W-Montreal-SF-Serena_Williams-Venus_Williams,1 1,49,40,18,3,8,31,23,5,20
20140809-W-Montreal-SF-Serena_Williams-Venus_Williams,1 2,38,14,1,0,2,5,5,31,2
20140809-W-Montreal-SF-Serena_Williams-Venus_Williams,2 Total,85,58,6,4,14,30,28,43,14
20140809-W-Montreal-SF-Serena_Williams-Venus_Williams,2 1,48,37,6,3,11,21,22,16,10
20140809-W-Montreal-SF-Serena_Williams-Venus_Williams,2 2,37,21,0,1,3,9,6,27,4
20150105-W-Brisbane-R32-Dominika_Cibulkova-Madison_Keys,1 Total,60,33,1,3,8,13,19,18,23
20150105-W-Brisbane-R32-Dominika_Cibulkova-Madison_Keys,1 1,41,26,1,2,6,10,15,10,16
20150105-W-Brisbane-R32-Dominika_Cibulkova-Madison_Keys,1 2,19,7,0,1,2,3,4,8,7
20150105-W-Brisbane-R32-Dominika_Cibulkova-Madison_Keys,2 Total,55,40,12,8,6,29,22,3,30
20150105-W-Brisbane-R32-Dominika_Cibulkova-Madison_Keys,2 1,38,30,11,7,4,25,13,2,23
20150105-W-Brisbane-R32-Dominika_Cibulkova-Madison_Keys,2 2,17,10,1,1,2,4,9,1,7
20140831-W-US_Open-R16-Belinda_Bencic-Jelena_Jankovic,1 Total,88,46,1,0,11,20,44,26,18
20140831-W-US_Open-R16-Belinda_Bencic-Jelena_Jankovic,1 1,48,32,1,0,11,14,32,5,11
20140831-W-US_Open-R16-Belinda_Bencic-Jelena_Jankovic,1 2,40,14,0,0,0,6,12,21,7
20140831-W-US_Open-R16-Belinda_Bencic-Jelena_Jankovic,2 Total,88,42,5,1,7,23,31,28,29
20140831-W-US_Open-R16-Belinda_Bencic-Jelena_Jankovic,2 1,62,30,5,1,5,16,21,15,26
20140831-W-US_Open-R16-Belinda_Bencic-Jelena_Jankovic,2 2,26,12,0,0,2,7,10,13,3
20140702-W-Wimbledon-QF-Eugenie_Bouchard-Angelique_Kerber,1 Total,64,44,4,1,6,23,21,22,21
20140702-W-Wimbledon-QF-Eugenie_Bouchard-Angelique_Kerber,1 1,42,34,4,1,5,18,15,8,19
20140702-W-Wimbledon-QF-Eugenie_Bouchard-Angelique_Kerber,1 2,22,10,0,0,1,5,6,14,2
20140702-W-Wimbledon-QF-Eugenie_Bouchard-Angelique_Kerber,2 Total,62,38,1,0,7,18,20,21,21
20140702-W-Wimbledon-QF-Eugenie_Bouchard-Angelique_Kerber,2 1,36,25,1,0,6,12,14,11,11
20140702-W-Wimbledon-QF-Eugenie_Bouchard-Angelique_Kerber,2 2,26,13,0,0,1,6,6,10,10
20140109-W-Sydney-SF-Madison_Keys-Angelique_Kerber,1 Total,51,22,3,0,5,14,7,33,10
20140109-W-Sydney-SF-Madison_Keys-Angelique_Kerber,1 1,28,13,3,0,4,11,5,13,9
20140109-W-Sydney-SF-Madison_Keys-Angelique_Kerber,1 2,23,9,0,0,1,3,2,20,1
20140109-W-Sydney-SF-Madison_Keys-Angelique_Kerber,2 Total,53,33,0,0,7,15,21,15,17
20140109-W-Sydney-SF-Madison_Keys-Angelique_Kerber,2 1,32,23,0,0,7,12,15,5,12
20140109-W-Sydney-SF-Madison_Keys-Angelique_Kerber,2 2,21,10,0,0,0,3,6,10,5
20140916-W-Tokyo-R32-Elina_Svitolina-Barbora_Zahlavova_Strycova,1 Total,50,30,1,0,6,15,12,22,16
20140916-W-Tokyo-R32-Elina_Svitolina-Barbora_Zahlavova_Strycova,1 1,32,19,1,0,5,8,11,9,12
20140916-W-Tokyo-R32-Elina_Svitolina-Barbora_Zahlavova_Strycova,1 2,18,11,0,0,1,7,1,13,4
20140916-W-Tokyo-R32-Elina_Svitolina-Barbora_Zahlavova_Strycova,2 Total,67,32,0,1,6,10,23,26,18
20140916-W-Tokyo-R32-Elina_Svitolina-Barbora_Zahlavova_Strycova,2 1,40,22,0,1,5,6,17,7,16
20140916-W-Tokyo-R32-Elina_Svitolina-Barbora_Zahlavova_Strycova,2 2,27,10,0,0,1,4,6,19,2
20150105-W-Brisbane-R32-Sabine_Lisicki-Yaroslava_Shvedova,1 Total,87,55,10,5,9,40,29,22,36
20150105-W-Brisbane-R32-Sabine_Lisicki-Yaroslava_Shvedova,1 1,50,36,9,5,5,28,19,4,27
20150105-W-Brisbane-R32-Sabine_Lisicki-Yaroslava_Shvedova,1 2,37,19,1,0,4,12,10,18,9
20150105-W-Brisbane-R32-Sabine_Lisicki-Yaroslava_Shvedova,2 Total,86,49,6,1,17,26,17,45,24
20150105-W-Brisbane-R32-Sabine_Lisicki-Yaroslava_Shvedova,2 1,61,39,6,1,13,21,12,29,20
20150105-W-Brisbane-R32-Sabine_Lisicki-Yaroslava_Shvedova,2 2,25,10,0,0,4,5,5,16,4
20150107-W-Auckland-R16-Caroline_Wozniacki-Taylor_Townsend,1 Total,74,48,1,7,13,23,20,22,32
20150107-W-Auckland-R16-Caroline_Wozniacki-Taylor_Townsend,1 1,60,42,1,6,12,21,18,17,25
20150107-W-Auckland-R16-Caroline_Wozniacki-Taylor_Townsend,1 2,14,6,0,1,1,2,2,5,7
20150107-W-Auckland-R16-Caroline_Wozniacki-Taylor_Townsend,2 Total,58,29,2,2,7,14,13,26,19
20150107-W-Auckland-R16-Caroline_Wozniacki-Taylor_Townsend,2 1,36,19,2,1,5,10,11,12,13
20150107-W-Auckland-R16-Caroline_Wozniacki-Taylor_Townsend,2 2,22,10,0,1,2,4,2,14,6
20150107-W-Brisbane-R16-Ana_Ivanovic-Jarmila_Gajdosova,1 Total,65,42,4,1,6,22,18,28,19
20150107-W-Brisbane-R16-Ana_Ivanovic-Jarmila_Gajdosova,1 1,38,29,4,1,5,14,8,17,13
20150107-W-Brisbane-R16-Ana_Ivanovic-Jarmila_Gajdosova,1 2,27,13,0,0,1,8,10,11,6
20150107-W-Brisbane-R16-Ana_Ivanovic-Jarmila_Gajdosova,2 Total,67,35,2,0,8,15,26,17,22
20150107-W-Brisbane-R16-Ana_Ivanovic-Jarmila_Gajdosova,2 1,40,25,2,0,7,11,20,7,12
20150107-W-Brisbane-R16-Ana_Ivanovic-Jarmila_Gajdosova,2 2,27,10,0,0,1,4,6,10,10
20150108-W-Brisbane-QF-Elina_Svitolina-Angelique_Kerber,1 Total,103,61,2,3,9,30,29,43,31
20150108-W-Brisbane-QF-Elina_Svitolina-Angelique_Kerber,1 1,57,39,2,3,9,22,17,16,24
20150108-W-Brisbane-QF-Elina_Svitolina-Angelique_Kerber,1 2,46,22,0,0,0,8,12,27,7
20150108-W-Brisbane-QF-Elina_Svitolina-Angelique_Kerber,2 Total,96,55,0,2,8,23,42,28,26
20150108-W-Brisbane-QF-Elina_Svitolina-Angelique_Kerber,2 1,64,40,0,2,8,18,33,16,15
20150108-W-Brisbane-QF-Elina_Svitolina-Angelique_Kerber,2 2,32,15,0,0,0,5,9,12,11
20140909-W-Tashkent-R32-Jelena_Ostapenko-Shahar_Peer,1 Total,73,37,4,0,7,19,28,33,12
20140909-W-Tashkent-R32-Jelena_Ostapenko-Shahar_Peer,1 1,37,20,3,0,6,11,15,12,10
20140909-W-Tashkent-R32-Jelena_Ostapenko-Shahar_Peer,1 2,36,17,1,0,1,8,13,21,2
20140909-W-Tashkent-R32-Jelena_Ostapenko-Shahar_Peer,2 Total,57,23,1,0,6,11,13,26,17
20140909-W-Tashkent-R32-Jelena_Ostapenko-Shahar_Peer,2 1,34,16,1,0,6,8,9,10,14
20140909-W-Tashkent-R32-Jelena_Ostapenko-Shahar_Peer,2 2,23,7,0,0,0,3,4,16,3
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,1 Total,56,38,5,0,6,18,19,20,17
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,1 1,38,30,5,0,6,16,15,7,16
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,1 2,18,8,0,0,0,2,4,13,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,2 Total,53,27,1,0,2,8,12,40,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,2 1,39,21,1,0,2,5,8,30,1
20150105-W-Auckland-R32-Daniela_Hantuchova-Sara_Errani,2 2,14,6,0,0,0,3,4,10,0
20130219-W-Dubai-R32-Samantha_Stosur-Ekaterina_Makarova,1 Total,51,32,1,1,11,17,20,16,15
20130219-W-Dubai-R32-Samantha_Stosur-Ekaterina_Makarova,1 1,32,22,1,1,11,15,16,9,7
20130219-W-Dubai-R32-Samantha_Stosur-Ekaterina_Makarova,1 2,19,10,0,0,0,2,4,7,8
20130219-W-Dubai-R32-Samantha_Stosur-Ekaterina_Makarova,2 Total,64,29,2,1,5,11,12,17,35
20130219-W-Dubai-R32-Samantha_Stosur-Ekaterina_Makarova,2 1,37,22,2,1,5,8,7,13,17
20130219-W-Dubai-R32-Samantha_Stosur-Ekaterina_Makarova,2 2,27,7,0,0,0,3,5,4,18
20150109-W-Brisbane-SF-Maria_Sharapova-Elina_Svitolina,1 Total,54,34,6,3,5,18,19,12,23
20150109-W-Brisbane-SF-Maria_Sharapova-Elina_Svitolina,1 1,36,25,6,3,5,17,13,5,18
20150109-W-Brisbane-SF-Maria_Sharapova-Elina_Svitolina,1 2,18,9,0,0,0,1,6,7,5
20150109-W-Brisbane-SF-Maria_Sharapova-Elina_Svitolina,2 Total,67,32,3,1,7,14,14,26,27
20150109-W-Brisbane-SF-Maria_Sharapova-Elina_Svitolina,2 1,46,28,3,1,7,13,10,15,21
20150109-W-Brisbane-SF-Maria_Sharapova-Elina_Svitolina,2 2,21,4,0,0,0,1,4,11,6
20141101-W-Sofia-SF-Flavia_Pennetta-Carla_Suarez_Navarro,1 Total,70,41,2,1,4,17,19,31,20
