match_id,player,row,crosscourt,down_middle,down_the_line,inside_out,inside_in
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Rebecca Sramkova,Total,45,37,23,18,2
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Rebecca Sramkova,F,18,16,12,13,2
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Rebecca Sramkova,B,26,20,11,5,0
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Rebecca Sramkova,S,1,1,0,0,0
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Iga Swiatek,Total,66,24,16,19,3
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Iga Swiatek,F,24,13,12,13,3
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Iga Swiatek,B,41,11,4,6,0
20250526-W-Roland_Garros-R128-Rebecca_Sramkova-Iga_Swiatek,Iga Swiatek,S,1,0,0,0,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Elena Rybakina,Total,56,21,23,7,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Elena Rybakina,F,37,7,9,3,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Elena Rybakina,B,19,12,14,4,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Elena Rybakina,S,0,2,0,0,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Magda Linette,Total,55,32,16,5,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Magda Linette,F,37,8,12,4,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Magda Linette,B,17,24,4,1,0
20250522-W-Strasbourg-QF-Elena_Rybakina-Magda_Linette,Magda Linette,S,1,0,0,0,0
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Nao Hibino,Total,102,80,41,60,7
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Nao Hibino,F,40,37,30,51,7
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Nao Hibino,B,53,40,10,9,0
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Nao Hibino,S,9,3,1,0,0
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Bianca Andreescu,Total,101,81,37,54,7
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Bianca Andreescu,F,45,29,18,46,7
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Bianca Andreescu,B,50,46,16,6,0
20250521-W-Roland_Garros-Q2-Nao_Hibino-Bianca_Andreescu,Bianca Andreescu,S,6,6,3,2,0
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Fruhvirtova,Total,65,44,30,36,4
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Fruhvirtova,F,33,21,18,27,4
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Fruhvirtova,B,29,17,7,8,0
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Fruhvirtova,S,3,6,5,1,0
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Klimovicova,Total,105,46,26,18,3
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Klimovicova,F,51,16,15,11,3
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Klimovicova,B,51,29,11,6,0
20250520-W-Roland_Garros-Q1-Linda_Fruhvirtova-Linda_Klimovicova,Linda Klimovicova,S,3,1,0,1,0
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Xinxin Yao,Total,50,50,13,10,2
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Xinxin Yao,F,27,16,9,5,2
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Xinxin Yao,B,22,33,4,5,0
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Xinxin Yao,S,1,1,0,0,0
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Bianca Andreescu,Total,47,30,10,30,3
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Bianca Andreescu,F,33,14,6,24,3
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Bianca Andreescu,B,13,14,4,6,0
20250519-W-Roland_Garros-Q1-Xinxin_Yao-Bianca_Andreescu,Bianca Andreescu,S,1,2,0,0,0
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Total,101,90,13,26,2
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,F,65,46,11,17,1
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,B,34,40,1,8,0
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,S,2,4,1,1,1
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Total,88,75,39,36,0
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,F,49,30,23,16,0
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,B,39,36,15,20,0
20250514-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,S,0,9,1,0,0
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Aryna Sabalenka,Total,57,31,12,12,1
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Aryna Sabalenka,F,27,16,7,10,1
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Aryna Sabalenka,B,29,14,5,2,0
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Aryna Sabalenka,S,1,1,0,0,0
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Qinwen Zheng,Total,38,35,25,13,2
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Qinwen Zheng,F,21,21,13,9,2
20250514-W-Rome-QF-Aryna_Sabalenka-Qinwen_Zheng,Qinwen Zheng,B,17,12,11,4,0
