match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,first_in,dfs
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,5,23,13,0,0,6,7,13,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,6,24,16,0,2,3,5,21,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,4d,8,5,0,1,1,4,7,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,4a,4,3,0,1,0,1,2,1
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,5d,8,7,0,0,3,4,5,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,5a,15,6,0,0,3,3,8,2
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,6d,15,11,0,0,3,3,12,0
20121007-W-Beijing-F-Maria_Sharapova-Victoria_Azarenka,2,6a,9,5,0,2,0,2,9,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,d,37,30,0,0,3,9,24,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,a,36,22,1,0,3,12,27,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,4,26,19,0,0,3,9,18,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,5,12,6,0,0,0,2,11,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,6,34,26,1,0,3,10,22,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,4d,10,9,0,0,2,4,9,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,4a,16,10,0,0,1,5,9,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,5d,4,1,0,0,0,0,4,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,5a,8,5,0,0,0,2,7,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,6d,22,19,0,0,1,5,11,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,1,6a,12,7,1,0,2,5,11,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,d,31,19,0,0,2,10,23,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,a,28,20,3,0,2,10,19,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,4,22,16,0,0,3,10,16,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,5,18,9,0,0,0,1,13,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,6,19,14,3,0,1,9,13,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,4d,11,7,0,0,1,5,11,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,4a,11,9,0,0,2,5,5,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,5d,9,4,0,0,0,0,7,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,5a,9,5,0,0,0,1,6,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,6d,11,8,0,0,1,5,5,0
20120401-W-Miami-F-Agnieszka_Radwanska-Maria_Sharapova,2,6a,8,6,3,0,0,4,8,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,d,31,23,4,0,8,17,23,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,a,28,19,4,0,5,15,16,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,4,25,17,3,0,8,14,19,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,5,6,4,0,0,2,3,2,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,6,28,21,5,0,3,15,18,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,4d,16,12,2,0,6,10,16,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,4a,9,5,1,0,2,4,3,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,5d,2,1,0,0,1,1,1,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,5a,4,3,0,0,1,2,1,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,6d,13,10,2,0,1,6,6,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,1,6a,15,11,3,0,2,9,12,0
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,d,29,12,1,1,1,7,17,2
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,a,27,18,2,0,7,9,16,3
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,4,10,5,1,0,2,3,6,1
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,5,11,3,0,0,1,1,3,3
20120429-W-Stuttgart-F-Maria_Sharapova-Victoria_Azarenka,2,6,35,22,2,1,5,12,24,1
