match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,wide,body,t
20020210-M-Davis_Cup_World_Group_R1-RR-Yevgeny_Kafelnikov-Roger_Federer,Roger Federer,2,39,25,1,0,7,17,15,8,16
20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Roger Federer,Total,108,66,5,0,23,41,61,12,35
20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Roger Federer,1,65,45,5,0,19,34,40,3,22
20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Roger Federer,2,43,21,0,0,4,7,21,9,13
20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Davide Sanguinetti,Total,84,49,6,0,13,22,46,7,31
20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Davide Sanguinetti,1,56,35,6,0,10,18,30,1,25
20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,Davide Sanguinetti,2,28,14,0,0,3,4,16,6,6
20020130-M-Milan-R16-Roger_Federer-Nikolay_Davydenko,Roger Federer,Total,97,74,8,3,23,43,50,14,33
20020130-M-Milan-R16-Roger_Federer-Nikolay_Davydenko,Roger Federer,1,67,52,8,2,12,29,31,10,26
20020130-M-Milan-R16-Roger_Federer-Nikolay_Davydenko,Roger Federer,2,30,22,0,1,11,14,19,4,7
20020130-M-Milan-R16-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Total,111,69,9,4,21,42,54,14,39
20020130-M-Milan-R16-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,1,67,52,8,4,20,36,35,3,27
20020130-M-Milan-R16-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,2,44,17,1,0,1,6,19,11,12
20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin,Thomas Johansson,Total,115,82,15,0,21,51,59,20,36
20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin,Thomas Johansson,1,64,55,15,0,20,41,34,0,30
20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin,Thomas Johansson,2,51,27,0,0,1,10,25,20,6
20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin,Marat Safin,Total,142,88,15,0,22,44,51,57,34
20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin,Marat Safin,1,90,60,15,0,21,39,37,19,34
20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin,Marat Safin,2,52,28,0,0,1,5,14,38,0
20020126-M-Australian_Open-SF-Tommy_Haas-Marat_Safin,Tommy Haas,Total,162,99,16,0,21,51,58,41,63
20020126-M-Australian_Open-SF-Tommy_Haas-Marat_Safin,Tommy Haas,1,71,52,14,0,16,36,33,2,36
20020126-M-Australian_Open-SF-Tommy_Haas-Marat_Safin,Tommy Haas,2,91,47,2,0,5,15,25,39,27
20020126-M-Australian_Open-SF-Tommy_Haas-Marat_Safin,Marat Safin,Total,144,98,21,0,19,59,55,31,57
20020126-M-Australian_Open-SF-Tommy_Haas-Marat_Safin,Marat Safin,1,72,59,21,0,18,44,29,4,39
20020126-M-Australian_Open-SF-Tommy_Haas-Marat_Safin,Marat Safin,2,72,39,0,0,1,15,26,27,18
20020126-M-Australian_Open-SF-Thomas_Johansson-Jiri_Novak,Thomas Johansson,Total,127,87,18,0,19,46,69,15,43
20020126-M-Australian_Open-SF-Thomas_Johansson-Jiri_Novak,Thomas Johansson,1,76,66,18,0,17,41,51,1,24
20020126-M-Australian_Open-SF-Thomas_Johansson-Jiri_Novak,Thomas Johansson,2,51,21,0,0,2,5,18,14,19
20020126-M-Australian_Open-SF-Thomas_Johansson-Jiri_Novak,Jiri Novak,Total,161,106,15,0,28,50,57,42,62
20020126-M-Australian_Open-SF-Thomas_Johansson-Jiri_Novak,Jiri Novak,1,114,77,15,0,24,43,53,2,59
20020126-M-Australian_Open-SF-Thomas_Johansson-Jiri_Novak,Jiri Novak,2,47,29,0,0,4,7,4,40,3
20020122-M-Australian_Open-R16-Roger_Federer-Tommy_Haas,Roger Federer,Total,175,114,25,0,25,67,90,34,51
20020122-M-Australian_Open-R16-Roger_Federer-Tommy_Haas,Roger Federer,1,107,79,25,0,22,52,63,9,35
20020122-M-Australian_Open-R16-Roger_Federer-Tommy_Haas,Roger Federer,2,68,35,0,0,3,15,27,25,16
20020122-M-Australian_Open-R16-Roger_Federer-Tommy_Haas,Tommy Haas,Total,172,115,11,0,21,51,62,48,62
20020122-M-Australian_Open-R16-Roger_Federer-Tommy_Haas,Tommy Haas,1,90,66,11,0,18,34,44,3,43
20020122-M-Australian_Open-R16-Roger_Federer-Tommy_Haas,Tommy Haas,2,82,49,0,0,3,17,18,45,19
20020121-M-Australian_Open-R16-Pete_Sampras-Marat_Safin,Pete Sampras,Total,153,96,18,6,29,64,81,8,62
20020121-M-Australian_Open-R16-Pete_Sampras-Marat_Safin,Pete Sampras,1,103,74,18,6,21,52,50,7,46
20020121-M-Australian_Open-R16-Pete_Sampras-Marat_Safin,Pete Sampras,2,50,22,0,0,8,12,31,1,16
20020121-M-Australian_Open-R16-Pete_Sampras-Marat_Safin,Marat Safin,Total,146,98,22,1,11,49,40,44,60
20020121-M-Australian_Open-R16-Pete_Sampras-Marat_Safin,Marat Safin,1,64,53,22,1,8,37,21,5,37
20020121-M-Australian_Open-R16-Pete_Sampras-Marat_Safin,Marat Safin,2,82,45,0,0,3,12,19,39,23
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Roger Federer,Total,48,38,7,0,9,24,25,12,11
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Roger Federer,1,29,23,7,0,6,17,17,4,8
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Roger Federer,2,19,15,0,0,3,7,8,8,3
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Juan Ignacio Chela,Total,47,29,2,0,9,13,20,23,4
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Juan Ignacio Chela,1,30,22,2,0,9,12,12,16,2
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Juan Ignacio Chela,2,17,7,0,0,0,1,8,7,2
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,Roger Federer,Total,65,41,6,0,12,30,40,7,18
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,Roger Federer,1,39,28,6,0,10,21,27,2,10
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,Roger Federer,2,26,13,0,0,2,9,13,5,8
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,Markus Hipfl,Total,73,46,5,0,12,23,25,24,24
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,Markus Hipfl,1,48,31,5,0,12,19,20,8,20
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,Markus Hipfl,2,25,15,0,0,0,4,5,16,4
20011202-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Lleyton_Hewitt,Sebastien Grosjean,Total,91,46,4,3,7,22,64,7,20
20011202-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Lleyton_Hewitt,Sebastien Grosjean,1,40,24,4,3,7,16,25,1,14
20011202-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Lleyton_Hewitt,Sebastien Grosjean,2,51,22,0,0,0,6,39,6,6
20011202-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Lleyton_Hewitt,Lleyton Hewitt,Total,92,58,4,3,9,27,59,5,28
20011202-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Lleyton_Hewitt,Lleyton Hewitt,1,55,40,4,3,9,24,35,0,20
20011202-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Lleyton_Hewitt,Lleyton Hewitt,2,37,18,0,0,0,3,24,5,8
20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt,Sebastien Grosjean,Total,82,47,4,0,9,24,50,19,13
20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt,Sebastien Grosjean,1,39,27,4,0,8,19,18,8,13
20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt,Sebastien Grosjean,2,43,20,0,0,1,5,32,11,0
20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt,Lleyton Hewitt,Total,80,56,3,0,17,25,40,23,17
20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt,Lleyton Hewitt,1,49,37,3,0,17,20,25,9,15
20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt,Lleyton Hewitt,2,31,19,0,0,0,5,15,14,2
20011117-M-Masters_Cup-SF-Yevgeny_Kafelnikov-Sebastien_Grosjean,Yevgeny Kafelnikov,Total,59,30,4,0,6,14,23,15,21
20011117-M-Masters_Cup-SF-Yevgeny_Kafelnikov-Sebastien_Grosjean,Yevgeny Kafelnikov,1,32,18,4,0,6,11,13,4,15
20011117-M-Masters_Cup-SF-Yevgeny_Kafelnikov-Sebastien_Grosjean,Yevgeny Kafelnikov,2,27,12,0,0,0,3,10,11,6
20011117-M-Masters_Cup-SF-Yevgeny_Kafelnikov-Sebastien_Grosjean,Sebastien Grosjean,Total,53,37,5,0,8,20,21,8,24
20011117-M-Masters_Cup-SF-Yevgeny_Kafelnikov-Sebastien_Grosjean,Sebastien Grosjean,1,25,19,5,0,6,13,9,0,16
20011117-M-Masters_Cup-SF-Yevgeny_Kafelnikov-Sebastien_Grosjean,Sebastien Grosjean,2,28,18,0,0,2,7,12,8,8
20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt,Juan Carlos Ferrero,Total,59,34,2,1,10,21,26,5,28
20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt,Juan Carlos Ferrero,1,29,20,2,1,9,14,14,3,12
20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt,Juan Carlos Ferrero,2,30,14,0,0,1,7,12,2,16
20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt,Lleyton Hewitt,Total,60,40,4,2,6,18,30,5,25
20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt,Lleyton Hewitt,1,28,23,4,2,4,12,14,2,12
20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt,Lleyton Hewitt,2,32,17,0,0,2,6,16,3,13
20011114-M-Masters_Cup-RR-Lleyton_Hewitt-Andre_Agassi,Lleyton Hewitt,Total,65,38,7,1,7,19,33,6,26
20011114-M-Masters_Cup-RR-Lleyton_Hewitt-Andre_Agassi,Lleyton Hewitt,1,34,25,7,1,7,18,10,1,23
20011114-M-Masters_Cup-RR-Lleyton_Hewitt-Andre_Agassi,Lleyton Hewitt,2,31,13,0,0,0,1,23,5,3
20011114-M-Masters_Cup-RR-Lleyton_Hewitt-Andre_Agassi,Andre Agassi,Total,51,24,3,0,4,8,35,2,14
20011114-M-Masters_Cup-RR-Lleyton_Hewitt-Andre_Agassi,Andre Agassi,1,36,18,3,0,4,8,25,0,11
20011114-M-Masters_Cup-RR-Lleyton_Hewitt-Andre_Agassi,Andre Agassi,2,15,6,0,0,0,0,10,2,3
20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi,Patrick Rafter,Total,66,31,5,0,10,25,22,22,22
20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi,Patrick Rafter,1,37,20,5,0,6,18,14,10,13
20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi,Patrick Rafter,2,29,11,0,0,4,7,8,12,9
20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi,Andre Agassi,Total,50,32,0,0,5,12,24,9,17
20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi,Andre Agassi,1,28,18,0,0,2,5,17,2,9
20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi,Andre Agassi,2,22,14,0,0,3,7,7,7,8
20011103-M-Paris_Masters-SF-Yevgeny_Kafelnikov-Andreas_Vinciguerra,Yevgeny Kafelnikov,Total,59,42,8,0,8,22,30,8,21
20011103-M-Paris_Masters-SF-Yevgeny_Kafelnikov-Andreas_Vinciguerra,Yevgeny Kafelnikov,1,33,29,8,0,7,19,18,1,14
20011103-M-Paris_Masters-SF-Yevgeny_Kafelnikov-Andreas_Vinciguerra,Yevgeny Kafelnikov,2,26,13,0,0,1,3,12,7,7
20011103-M-Paris_Masters-SF-Yevgeny_Kafelnikov-Andreas_Vinciguerra,Andreas Vinciguerra,Total,61,36,6,0,9,20,21,9,31
20011103-M-Paris_Masters-SF-Yevgeny_Kafelnikov-Andreas_Vinciguerra,Andreas Vinciguerra,1,33,28,6,0,8,16,13,3,17
20011103-M-Paris_Masters-SF-Yevgeny_Kafelnikov-Andreas_Vinciguerra,Andreas Vinciguerra,2,28,8,0,0,1,4,8,6,14
20011103-M-Paris_Masters-SF-Tommy_Haas-Sebastien_Grosjean,Tommy Haas,Total,65,38,3,0,8,19,22,23,20
20011103-M-Paris_Masters-SF-Tommy_Haas-Sebastien_Grosjean,Tommy Haas,1,35,23,3,0,7,14,18,2,15
20011103-M-Paris_Masters-SF-Tommy_Haas-Sebastien_Grosjean,Tommy Haas,2,30,15,0,0,1,5,4,21,5
20011103-M-Paris_Masters-SF-Tommy_Haas-Sebastien_Grosjean,Sebastien Grosjean,Total,56,43,10,0,9,25,23,11,22
20011103-M-Paris_Masters-SF-Tommy_Haas-Sebastien_Grosjean,Sebastien Grosjean,1,34,27,10,0,9,21,16,2,16
20011103-M-Paris_Masters-SF-Tommy_Haas-Sebastien_Grosjean,Sebastien Grosjean,2,22,16,0,0,0,4,7,9,6
20011028-M-Basel-F-Tim_Henman-Roger_Federer,Tim Henman,Total,89,62,7,0,20,41,48,26,15
20011028-M-Basel-F-Tim_Henman-Roger_Federer,Tim Henman,1,63,48,7,0,20,35,37,14,12
20011028-M-Basel-F-Tim_Henman-Roger_Federer,Tim Henman,2,26,14,0,0,0,6,11,12,3
20011028-M-Basel-F-Tim_Henman-Roger_Federer,Roger Federer,Total,91,54,2,0,15,29,45,15,31
20011028-M-Basel-F-Tim_Henman-Roger_Federer,Roger Federer,1,48,35,2,0,12,19,28,2,18
20011028-M-Basel-F-Tim_Henman-Roger_Federer,Roger Federer,2,43,19,0,0,3,10,17,13,13
20011026-M-Basel-QF-Andy_Roddick-Roger_Federer,Andy Roddick,Total,93,63,9,0,21,43,39,12,42
20011026-M-Basel-QF-Andy_Roddick-Roger_Federer,Andy Roddick,1,55,41,9,0,18,33,20,4,31
20011026-M-Basel-QF-Andy_Roddick-Roger_Federer,Andy Roddick,2,38,22,0,0,3,10,19,8,11
20011026-M-Basel-QF-Andy_Roddick-Roger_Federer,Roger Federer,Total,83,60,10,0,18,39,42,8,33
20011026-M-Basel-QF-Andy_Roddick-Roger_Federer,Roger Federer,1,54,45,10,0,18,32,31,2,21
20011026-M-Basel-QF-Andy_Roddick-Roger_Federer,Roger Federer,2,29,15,0,0,0,7,11,6,12
20011020-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Max_Mirnyi,Yevgeny Kafelnikov,Total,68,41,5,0,11,28,29,15,24
20011020-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Max_Mirnyi,Yevgeny Kafelnikov,1,30,19,4,0,10,15,17,2,11
20011020-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Max_Mirnyi,Yevgeny Kafelnikov,2,38,22,1,0,1,13,12,13,13
20011020-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Max_Mirnyi,Max Mirnyi,Total,74,49,10,0,10,33,30,15,29
20011020-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Max_Mirnyi,Max Mirnyi,1,36,29,10,0,8,22,20,2,14
20011020-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Max_Mirnyi,Max Mirnyi,2,38,20,0,0,2,11,10,13,15
20011020-M-Stuttgart_Masters-SF-Lleyton_Hewitt-Tommy_Haas,Lleyton Hewitt,Total,89,57,3,0,8,25,49,13,27
20011020-M-Stuttgart_Masters-SF-Lleyton_Hewitt-Tommy_Haas,Lleyton Hewitt,1,37,27,2,0,8,11,21,0,16
20011020-M-Stuttgart_Masters-SF-Lleyton_Hewitt-Tommy_Haas,Lleyton Hewitt,2,52,30,1,0,0,14,28,13,11
20011020-M-Stuttgart_Masters-SF-Lleyton_Hewitt-Tommy_Haas,Tommy Haas,Total,94,60,13,0,17,35,27,29,38
20011020-M-Stuttgart_Masters-SF-Lleyton_Hewitt-Tommy_Haas,Tommy Haas,1,63,44,12,0,17,31,26,1,36
20011020-M-Stuttgart_Masters-SF-Lleyton_Hewitt-Tommy_Haas,Tommy Haas,2,31,16,1,0,0,4,1,28,2
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,Tommy Haas,Total,74,48,5,0,13,22,34,15,25
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,Tommy Haas,1,42,34,5,0,12,21,24,3,15
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,Tommy Haas,2,32,14,0,0,1,1,10,12,10
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,Guillermo Canas,Total,56,33,2,0,5,13,24,7,25
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,Guillermo Canas,1,32,20,2,0,5,12,15,4,13
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,Guillermo Canas,2,24,13,0,0,0,1,9,3,12
20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Michel Kratochvil,Total,54,30,2,0,6,14,23,15,16
20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Michel Kratochvil,1,28,18,2,0,6,10,14,5,9
20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Michel Kratochvil,2,26,12,0,0,0,4,9,10,7
20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Lleyton Hewitt,Total,62,43,4,0,7,20,29,8,25
20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Lleyton Hewitt,1,36,26,4,0,7,13,18,2,16
20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Lleyton Hewitt,2,26,17,0,0,0,7,11,6,9
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,Goran Ivanisevic,Total,128,82,21,0,18,52,59,20,49
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,Goran Ivanisevic,1,74,60,21,0,16,45,38,7,29
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,Goran Ivanisevic,2,54,22,0,0,2,7,21,13,20
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,Filippo Volandri,Total,178,99,8,0,21,50,66,93,19
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,Filippo Volandri,1,108,62,4,0,19,32,46,51,11
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,Filippo Volandri,2,70,37,4,0,2,18,20,42,8
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,Total,99,54,11,0,20,39,54,4,41
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,1,59,37,11,0,14,30,28,0,31
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,Pete Sampras,2,40,17,0,0,6,9,26,4,10
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,Lleyton Hewitt,Total,77,55,7,1,15,29,50,3,24
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,Lleyton Hewitt,1,49,41,7,0,14,22,27,2,20
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,Lleyton Hewitt,2,28,14,0,1,1,7,23,1,4
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,Pete Sampras,Total,102,73,21,0,20,53,45,18,39
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,Pete Sampras,1,65,53,19,0,17,43,31,7,27
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,Pete Sampras,2,37,20,2,0,3,10,14,11,12
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,Marat Safin,Total,81,57,16,0,13,38,20,28,33
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,Marat Safin,1,47,41,16,0,13,31,18,6,23
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,Marat Safin,2,34,16,0,0,0,7,2,22,10
20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Yevgeny Kafelnikov,Total,58,23,5,0,8,17,21,14,23
20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Yevgeny Kafelnikov,1,34,21,5,0,8,16,15,6,13
20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Yevgeny Kafelnikov,2,24,2,0,0,0,1,6,8,10
20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Lleyton Hewitt,Total,65,45,5,0,5,13,24,17,24
20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Lleyton Hewitt,1,38,30,5,0,4,10,15,7,16
20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,Lleyton Hewitt,2,27,15,0,0,1,3,9,10,8
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Pete Sampras,Total,168,120,26,0,44,90,70,26,72
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Pete Sampras,1,105,83,22,0,31,66,47,14,44
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Pete Sampras,2,63,37,4,0,13,24,23,12,28
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Andre Agassi,Total,170,114,18,0,20,59,62,55,53
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Andre Agassi,1,111,83,18,0,16,41,47,26,38
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Andre Agassi,2,59,31,0,0,4,18,15,29,15
20010906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,Andy Roddick,Total,158,106,21,7,19,61,79,19,60
20010906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,Andy Roddick,1,81,62,20,7,11,42,37,7,37
20010906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,Andy Roddick,2,77,44,1,0,8,19,42,12,23
20010906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,Lleyton Hewitt,Total,160,109,14,3,23,51,82,17,61
20010906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,Lleyton Hewitt,1,91,75,14,3,22,44,41,2,48
20010906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,Lleyton Hewitt,2,69,34,0,0,1,7,41,15,13
20010905-M-US_Open-R16-Tommy_Haas-Lleyton_Hewitt,Tommy Haas,Total,133,85,10,7,17,51,45,4,84
20010905-M-US_Open-R16-Tommy_Haas-Lleyton_Hewitt,Tommy Haas,1,73,54,10,7,14,37,26,2,45
20010905-M-US_Open-R16-Tommy_Haas-Lleyton_Hewitt,Tommy Haas,2,60,31,0,0,3,14,19,2,39
20010905-M-US_Open-R16-Tommy_Haas-Lleyton_Hewitt,Lleyton Hewitt,Total,116,80,9,1,11,30,67,19,30
20010905-M-US_Open-R16-Tommy_Haas-Lleyton_Hewitt,Lleyton Hewitt,1,63,47,8,1,9,21,33,5,25
20010905-M-US_Open-R16-Tommy_Haas-Lleyton_Hewitt,Lleyton Hewitt,2,53,33,1,0,2,9,34,14,5
20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Andre Agassi,Total,76,54,6,0,12,23,35,8,33
20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Andre Agassi,1,51,37,5,0,11,18,28,0,23
20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Andre Agassi,2,25,17,1,0,1,5,7,8,10
20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Roger Federer,Total,59,32,1,0,9,21,26,17,16
20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Roger Federer,1,29,17,1,0,9,13,16,4,9
20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Roger Federer,2,30,15,0,0,0,8,10,13,7
20010830-M-US_Open-R64-Robby_Ginepri-Roger_Federer,Robby Ginepri,Total,85,42,2,4,10,23,27,23,35
20010830-M-US_Open-R64-Robby_Ginepri-Roger_Federer,Robby Ginepri,1,44,26,2,3,7,13,15,8,21
20010830-M-US_Open-R64-Robby_Ginepri-Roger_Federer,Robby Ginepri,2,41,16,0,1,3,10,12,15,14
20010830-M-US_Open-R64-Robby_Ginepri-Roger_Federer,Roger Federer,Total,78,56,16,1,18,41,34,17,27
20010830-M-US_Open-R64-Robby_Ginepri-Roger_Federer,Roger Federer,1,51,41,16,1,14,34,25,7,19
20010830-M-US_Open-R64-Robby_Ginepri-Roger_Federer,Roger Federer,2,27,15,0,0,4,7,9,10,8
20010829-M-US_Open-R64-Jack_Brasington-Andy_Roddick,Jack Brasington,Total,126,71,8,0,26,45,35,36,55
20010829-M-US_Open-R64-Jack_Brasington-Andy_Roddick,Jack Brasington,1,79,58,8,0,25,40,27,15,37
20010829-M-US_Open-R64-Jack_Brasington-Andy_Roddick,Jack Brasington,2,47,13,0,0,1,5,8,21,18
20010829-M-US_Open-R64-Jack_Brasington-Andy_Roddick,Andy Roddick,Total,107,77,15,0,26,52,38,33,36
20010829-M-US_Open-R64-Jack_Brasington-Andy_Roddick,Andy Roddick,1,61,49,14,0,22,39,22,15,24
20010829-M-US_Open-R64-Jack_Brasington-Andy_Roddick,Andy Roddick,2,46,28,1,0,4,13,16,18,12
20010827-M-US_Open-R32-Max_Mirnyi-Gustavo_Kuerten,Max Mirnyi,Total,191,134,22,7,52,95,102,28,61
20010827-M-US_Open-R32-Max_Mirnyi-Gustavo_Kuerten,Max Mirnyi,1,131,103,22,7,37,77,71,11,49
20010827-M-US_Open-R32-Max_Mirnyi-Gustavo_Kuerten,Max Mirnyi,2,60,31,0,0,15,18,31,17,12
20010827-M-US_Open-R32-Max_Mirnyi-Gustavo_Kuerten,Gustavo Kuerten,Total,177,133,32,5,25,89,78,24,74
20010827-M-US_Open-R32-Max_Mirnyi-Gustavo_Kuerten,Gustavo Kuerten,1,119,97,32,5,19,67,62,2,54
20010827-M-US_Open-R32-Max_Mirnyi-Gustavo_Kuerten,Gustavo Kuerten,2,58,36,0,0,6,22,16,22,20
20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi,Mike Bryan,Total,80,36,3,1,17,27,22,25,18
20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi,Mike Bryan,1,49,27,2,1,13,19,16,15,11
20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi,Mike Bryan,2,31,9,1,0,4,8,6,10,7
20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi,Andre Agassi,Total,59,42,8,1,20,31,17,4,20
20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi,Andre Agassi,1,31,24,7,1,11,20,10,0,10
20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi,Andre Agassi,2,28,18,1,0,9,11,7,4,10
