match_id,player,row,shots,pt_ending,winners,induced_forced,unforced,serve_return,shots_in_pts_won,shots_in_pts_lost
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,I,1,1,0,1,0,0,1,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,J,3,3,3,0,0,0,3,0
20091018-M-Shanghai_Masters-F-Rafael_Nadal-Nikolay_Davydenko,2,K,1,1,0,1,0,0,1,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Total,526,96,33,16,47,79,273,253
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Fside,225,59,26,10,23,35,124,101
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Bside,301,37,7,6,24,44,149,152
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Fgs,208,46,18,8,20,35,113,95
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Bgs,290,31,5,3,23,44,143,147
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Base,505,81,24,12,45,79,259,246
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Net,21,15,9,4,2,0,14,7
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Gs,382,71,22,11,38,37,205,177
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Dr,7,4,1,1,2,0,3,4
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Vo,11,6,2,2,2,0,4,7
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Ov,5,5,4,1,0,0,5,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Hv,2,1,0,1,0,0,2,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Sw,3,3,3,0,0,0,3,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,F,207,46,18,8,20,35,113,94
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,B,175,25,4,3,18,2,92,83
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,R,1,0,0,0,0,0,0,1
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,S,115,6,1,0,5,42,51,64
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,U,6,3,1,0,2,0,2,4
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Y,1,1,0,1,0,0,1,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,V,3,2,1,0,1,0,1,2
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,Z,8,4,1,2,1,0,3,5
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,O,4,4,3,1,0,0,4,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,P,1,1,1,0,0,0,1,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,H,1,1,0,1,0,0,1,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,I,1,0,0,0,0,0,1,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,1,J,3,3,3,0,0,0,3,0
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Total,518,71,17,14,40,88,240,278
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Fside,230,43,11,9,23,34,115,115
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Bside,288,28,6,5,17,54,125,163
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Fgs,222,38,9,8,21,34,112,110
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Bgs,282,25,6,4,15,54,124,158
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Base,510,65,15,12,38,88,236,274
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Net,8,6,2,2,2,0,4,4
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Gs,457,60,15,11,34,74,220,237
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Dr,2,2,0,0,2,0,0,2
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Lo,4,0,0,0,0,0,0,4
20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,2,Vo,5,5,2,2,1,0,4,1
